title,genres
My Cousin Vinny,"Comedy, Drama"
If I Stay,Drama
Drive Hard,"Action, Comedy, Crime"
Major League,Comedy
St. Trinian's,"Comedy, Family, Science Fiction"
Phone Booth,"Thriller, Drama"
A Walk to Remember,"Drama, Romance"
Dead Man Walking,Drama
Cruel Intentions,"Drama, Romance, Thriller"
Saw VI,"Horror, Mystery"
History of the World: Part I,Comedy
The Secret Life of Bees,Adventure
Corky Romano,"Action, Comedy, Crime"
Raising Cain,"Drama, Horror, Thriller, Crime"
F.I.S.T.,"Drama, Action"
Invaders from Mars,Science Fiction
Brooklyn,"Drama, Romance"
Barry Lyndon,"Drama, Romance, War"
Out Cold,Comedy
The Ladies Man,Comedy
Quartet,"Drama, Comedy, Romance"
Tomcats,"Comedy, Romance"
Frailty,"Drama, Thriller, Crime"
Woman in Gold,Drama
Kinsey,Drama
Army of Darkness,"Fantasy, Horror, Comedy"
Slackers,"Comedy, Romance"
What's Eating Gilbert Grape,"Romance, Drama"
The Visual Bible: The Gospel of John,"Drama, History"
Vera Drake,"Crime, Drama"
The Guru,"Comedy, Romance"
The Perez Family,"Comedy, Drama, Romance"
Inside Llewyn Davis,"Drama, Music"
O,"Drama, Romance, Thriller"
Return to the Blue Lagoon,"Drama, Adventure, Romance"
The Molly Maguires,"Drama, History"
Romance & Cigarettes,"Comedy, Music, Romance"
Copying Beethoven,Drama
Brighton Rock,"Drama, Thriller, Crime"
Saw V,"Horror, Thriller, Crime"
Machine Gun McCain,"Drama, Action, Thriller, Crime, Foreign"
LOL,"Drama, Comedy, Romance"
Jindabyne,"Crime, Drama, Mystery, Thriller"
Kabhi Alvida Naa Kehna,"Drama, Romance"
An Ideal Husband,"Drama, Comedy, Romance"
The Last Days on Mars,"Science Fiction, Thriller, Horror"
Darkness,Horror
2001: A Space Odyssey,"Science Fiction, Mystery, Adventure"
E.T. the Extra-Terrestrial,"Science Fiction, Adventure, Family, Fantasy"
In the Land of Women,"Romance, Comedy, Drama"
The Blue Butterfly,"Adventure, Drama, Family"
There Goes My Baby,"Drama, Comedy"
Housefull,"Drama, Comedy, Romance, Foreign"
September Dawn,"Drama, Action, History, Western, Romance"
For Greater Glory - The True Story of Cristiada,"History, Drama"
The Bélier Family,"Comedy, Drama, Music"
Good Will Hunting,Drama
Misconduct,"Drama, Thriller"
Saw III,"Horror, Thriller, Crime"
Stripes,"Action, Comedy"
Bring It On,Comedy
The Purge: Election Year,"Action, Horror, Thriller"
She's All That,"Comedy, Romance"
Saw IV,"Horror, Thriller, Crime"
White Noise,"Drama, Horror, Thriller"
Madea's Family Reunion,"Drama, Comedy, Romance"
The Color of Money,Drama
The Longest Day,"Action, Drama, History, War"
The Mighty Ducks,"Comedy, Family"
The Grudge,"Horror, Mystery, Thriller"
Happy Gilmore,Comedy
Jeepers Creepers,"Horror, Thriller"
Bill & Ted's Excellent Adventure,"Adventure, Comedy, Science Fiction"
Oliver!,"Drama, Family, Music"
The Best Exotic Marigold Hotel,"Drama, Comedy"
Recess: School's Out,"Science Fiction, Animation, Comedy, Family"
Mad Max Beyond Thunderdome,"Action, Adventure, Science Fiction"
Commando,"Action, Adventure, Thriller"
The Boy,"Horror, Mystery, Thriller"
Devil,"Horror, Mystery, Thriller"
Friday After Next,Comedy
Insidious: Chapter 3,"Drama, Horror, Thriller"
The Last Dragon,"Action, Adventure, Comedy"
The Lawnmower Man,"Horror, Thriller, Science Fiction"
Nick and Norah's Infinite Playlist,"Comedy, Music, Romance"
Dogma,"Fantasy, Comedy, Adventure"
The Banger Sisters,"Comedy, Drama"
Twilight Zone: The Movie,"Drama, Fantasy, Horror, Science Fiction, Thriller"
Road House,"Action, Thriller"
A Low Down Dirty Shame,"Action, Comedy, Crime"
Swimfan,"Drama, Thriller"
Employee of the Month,"Comedy, Romance"
Can't Hardly Wait,"Comedy, Drama, Romance"
The Outsiders,"Crime, Drama"
Pete's Dragon,"Adventure, Family, Fantasy"
The Dead Zone,"Horror, Science Fiction, Thriller"
Sinister 2,Horror
Sparkle,"Drama, Music"
Valentine,"Horror, Thriller"
The Fourth Kind,"Mystery, Science Fiction, Thriller"
A Prairie Home Companion,"Drama, Comedy, Music"
Sugar Hill,"Drama, Action, Thriller"
Invasion U.S.A.,"Action, Thriller"
Roll Bounce,"Comedy, Drama, Family"
Rushmore,"Comedy, Drama"
Skyline,Science Fiction
The Second Best Exotic Marigold Hotel,"Drama, Comedy"
Kit Kittredge: An American Girl,"Comedy, Drama, Family"
The Perfect Man,"Comedy, Drama, Family, Romance"
Mo' Better Blues,"Drama, Romance"
Kung Pow: Enter the Fist,"Action, Comedy"
Tremors,"Action, Horror"
Wrong Turn,"Horror, Thriller"
The Long Riders,"Western, History"
The Corruptor,"Action, Crime, Mystery, Thriller"
Mud,Drama
Reno 911!: Miami,"Action, Adventure, Comedy, Crime"
One Direction: This Is Us,"Documentary, Music"
"The Goods: Live Hard, Sell Hard",Comedy
Hey Arnold! The Movie,"Animation, Family"
My Week with Marilyn,Drama
The Matador,"Action, Comedy, Crime, Drama, Thriller"
Love Jones,"Comedy, Drama, Romance"
The Gift,"Thriller, Mystery"
End of the Spear,"Adventure, Drama"
Get Over It,"Comedy, Romance"
Office Space,"Comedy, Crime"
Drop Dead Gorgeous,Comedy
Big Eyes,Drama
Very Bad Things,"Comedy, Crime, Thriller"
Sleepover,"Comedy, Family"
Body Double,"Crime, Mystery, Horror, Thriller"
MacGruber,"Action, Adventure, Comedy"
Dirty Pretty Things,"Crime, Drama, Thriller"
Movie 43,Comedy
Over Her Dead Body,Comedy
Seeking a Friend for the End of the World,"Comedy, Drama, Romance, Science Fiction"
Cedar Rapids,Comedy
American History X,Drama
The Collection,"Horror, Thriller"
Teacher's Pet,"Animation, Drama, Family, Music"
The Red Violin,"Drama, Thriller, Mystery, Music, Romance"
The Straight Story,Drama
Deuces Wild,"Action, Crime, Drama, Romance"
Bad Words,Comedy
"Run, Fatboy, Run","Comedy, Romance"
Heartbeeps,"Comedy, Romance, Family"
Black or White,Drama
On the Line,"Comedy, Family, Romance"
Rescue Dawn,"Adventure, Drama, War"
Danny Collins,"Comedy, Drama, Music"
"Jeff, Who Lives at Home","Drama, Comedy"
I Am Love,"Drama, Romance"
Atlas Shrugged Part II,"Drama, Science Fiction, Mystery"
Romeo Is Bleeding,"Action, Crime, Drama, Thriller"
The Limey,"Action, Crime, Drama, Mystery, Thriller"
Crash,Drama
The House of Mirth,"Drama, Romance"
Malone,"Action, Thriller"
Peaceful Warrior,"Drama, Romance"
Bucky Larson: Born to Be a Star,Comedy
Bamboozled,"Comedy, Drama"
The Forest,"Horror, Thriller"
Sphinx,"Adventure, Mystery, Thriller"
While We're Young,"Comedy, Drama, Mystery"
A Better Life,Drama
Spider,"Drama, Mystery, Thriller"
Gun Shy,"Action, Comedy, Romance, Thriller"
Nicholas Nickleby,"Adventure, Drama, Action, Family"
The Iceman,"Thriller, Crime, Drama"
Krrish,"Action, Science Fiction"
Cecil B. Demented,"Thriller, Comedy, Crime"
Killer Joe,"Crime, Drama, Thriller"
The Joneses,"Comedy, Drama"
Owning Mahowny,"Crime, Drama, Thriller"
The Brothers Solomon,Comedy
My Blueberry Nights,"Drama, Romance"
Illuminata,Drama
Swept Away,"Comedy, Romance"
"War, Inc.","Action, Adventure, Comedy, Thriller"
Shaolin Soccer,"Action, Comedy"
The Brown Bunny,Drama
The Swindle,"Comedy, Crime, Thriller"
Rosewater,Drama
The Chambermaid on the Titanic,Drama
Coriolanus,"Drama, Thriller"
Imaginary Heroes,"Comedy, Drama"
High Heels and Low Lifes,"Action, Crime, Comedy"
World's Greatest Dad,"Comedy, Romance"
Severance,"Horror, Comedy, Thriller"
Edmond,"Drama, Thriller"
Welcome to the Rileys,Drama
Police Academy: Mission to Moscow,"Comedy, Crime"
Blood Done Sign My Name,"Drama, Crime"
Cinco de Mayo: La Batalla,"War, History, Drama"
Elsa & Fred,"Comedy, Family, Romance"
"An Alan Smithee Film: Burn, Hollywood, Burn",Comedy
The Open Road,"Comedy, Drama, Romance"
The Good Guy,"Comedy, Romance"
Motherhood,"Comedy, Drama"
Free Style,"Drama, Family"
Strangerland,"Drama, Thriller"
Janky Promoters,Comedy
Blonde Ambition,"Comedy, Romance"
The Oxford Murders,"Crime, Mystery, Thriller"
The Reef,"Drama, Horror, Thriller"
Eulogy,"Comedy, Drama"
White Noise 2: The Light,"Thriller, Drama, Horror, Fantasy"
Beat the World,"Music, Drama"
Fifty Dead Men Walking,"Action, Thriller"
Jungle Shuffle,"Family, Animation, Adventure"
Adam Resurrected,"Drama, War"
Of Horses and Men,"Drama, Romance, Comedy"
It's a Wonderful Afterlife,"Comedy, Romance"
The Devil's Tomb,"Action, Horror, Thriller, Science Fiction"
Partition,"Drama, Foreign, Romance"
Good Intentions,Comedy
"The Good, The Bad, The Weird","Action, Adventure, Comedy, Western"
Nurse 3-D,"Horror, Thriller"
Gunless,"Drama, Action, Comedy, Western"
Adventureland,Comedy
The Lost City,"Drama, Romance"
Next Friday,Comedy
American Heist,Action
You Only Live Twice,"Action, Thriller, Adventure"
Plastic,"Drama, Action, Comedy, Crime"
Amour,"Drama, Romance"
Poltergeist III,"Horror, Thriller"
Re-Kill,"Horror, Science Fiction"
"It's a Mad, Mad, Mad, Mad World","Action, Adventure, Comedy, Crime"
Volver,"Comedy, Drama, Romance"
Heavy Metal,"Animation, Science Fiction"
Gentlemen Broncos,"Action, Comedy, Thriller"
Richard III,"Drama, War"
Into the Grizzly Maze,"Action, Horror, Thriller"
Kites,"Drama, Action, Romance"
Melancholia,"Drama, Science Fiction"
Red Dog,"Drama, Comedy, Family"
Jab Tak Hai Jaan,"Drama, Romance"
Alien,"Horror, Action, Thriller, Science Fiction"
The Texas Chain Saw Massacre,Horror
The Runaways,"Drama, Music"
Fiddler on the Roof,"Drama, Romance"
Thunderball,"Adventure, Action, Thriller"
Detention,"Horror, Comedy, Science Fiction"
Loose Cannons,"Comedy, Drama, Romance"
Set It Off,"Drama, Action, Crime"
The Best Man,"Drama, Comedy"
Child's Play,"Horror, Thriller"
Sicko,Documentary
The Purge: Anarchy,"Horror, Thriller"
Down to You,"Comedy, Drama, Family, Romance"
Harold & Kumar Go to White Castle,"Comedy, Adventure"
The Contender,"Drama, Thriller"
Boiler Room,"Crime, Drama, Thriller"
Trading Places,Comedy
Black Christmas,"Horror, Thriller"
Breakin' All the Rules,"Comedy, Romance"
Henry V,"War, Drama, History, Action, Romance"
The Savages,Drama
Chasing Papi,"Comedy, Romance"
The Way of the Gun,"Action, Crime, Drama, Thriller"
Igby Goes Down,"Comedy, Drama"
PCU,Comedy
The Ultimate Gift,"Romance, Drama, Family"
The Ice Pirates,"Action, Science Fiction, Comedy"
Gracie,Drama
Trust the Man,"Comedy, Drama, Romance"
Hamlet 2,"Comedy, Music"
Velvet Goldmine,"Drama, Music"
The Wailing,"Horror, Mystery"
Glee: The Concert Movie,"Documentary, Music, Family"
The Legend of Suriyothai,"Drama, Foreign, History, War"
Two Evil Eyes,"Horror, Thriller"
Barbecue,Comedy
All or Nothing,"Comedy, Drama"
Princess Kaiulani,Drama
Opal Dream,"Drama, Family, Foreign"
Flame & Citron,"Crime, Drama, History, War"
Undiscovered,"Comedy, Romance"
Red Riding: In the Year of Our Lord 1974,"Thriller, Mystery, Crime, Drama"
The Girl on the Train,"Drama, Romance"
Veronika Decides to Die,"Drama, Romance"
Crocodile Dundee,"Adventure, Comedy"
"Ultramarines: A Warhammer 40,000 Movie","Animation, Science Fiction"
The I Inside,"Thriller, Mystery, Science Fiction"
Beneath Hill 60,"Drama, History, War"
Polisse,Drama
Awake,"Thriller, Crime, Mystery"
Star Wars: Clone Wars: Volume 1,"Action, Adventure, Animation, Fantasy, Science Fiction"
Skin Trade,"Thriller, Action, Drama"
The Lost Boys,"Horror, Comedy"
Crazy Heart,"Drama, Music, Romance"
The Rose,"Drama, Music, Romance"
Baggage Claim,Comedy
Barbarella,Science Fiction
Shipwrecked,"Adventure, Family"
Election,Comedy
The Namesake,Drama
The DUFF,"Romance, Comedy"
Glitter,"Drama, Romance"
The Haunting in Connecticut 2: Ghosts of Georgia,"Horror, Drama, Thriller"
Silmido,"Action, Drama, History"
Bright Star,"Drama, Romance"
My Name Is Khan,"Drama, Romance"
All Is Lost,"Action, Adventure, Drama"
Limbo,"Adventure, Drama, Thriller"
Namastey London,"Drama, Foreign, Romance"
The Wind That Shakes the Barley,"Drama, History, War"
Yeh Jawaani Hai Deewani,Romance
Quo Vadis,"Drama, History, Romance"
Repo! The Genetic Opera,"Horror, Comedy, Music, Science Fiction"
Valley of the Wolves: Iraq,"Adventure, Drama, Action"
Pulp Fiction,"Thriller, Crime"
The Muppet Movie,"Adventure, Comedy, Family"
Nightcrawler,"Crime, Drama, Thriller"
Club Dread,"Comedy, Horror"
The Sound of Music,"Drama, Family, Music, Romance"
Splash,"Comedy, Fantasy, Romance"
Little Miss Sunshine,"Comedy, Drama"
Stand by Me,"Crime, Drama"
28 Days Later,"Horror, Thriller, Science Fiction"
You Got Served,Drama
Escape from Alcatraz,"Crime, Drama"
Brown Sugar,"Comedy, Romance"
A Thin Line Between Love and Hate,"Comedy, Thriller, Crime, Romance"
50/50,"Comedy, Drama"
Shutter,"Horror, Mystery, Thriller"
That Awkward Moment,"Comedy, Romance"
Modern Problems,Comedy
Kicks,Adventure
Much Ado About Nothing,"Drama, Comedy, Romance"
On Her Majesty's Secret Service,"Adventure, Action, Thriller"
New Nightmare,"Horror, Thriller, Mystery, Fantasy"
Drive Me Crazy,"Drama, Comedy, Romance, Family"
Akeelah and the Bee,Drama
Half Baked,"Comedy, Crime"
New in Town,Comedy
American Psycho,"Thriller, Drama, Crime"
The Good Girl,"Drama, Comedy, Romance"
Bon Cop Bad Cop,"Action, Comedy, Crime"
The Boondock Saints II: All Saints Day,"Action, Thriller, Crime"
The City of Your Final Destination,Drama
Enough Said,"Comedy, Drama, Romance"
Easy A,Comedy
The Inkwell,"Comedy, Drama, Romance"
Shadow of the Vampire,"Drama, Horror"
Prom,Comedy
The Pallbearer,"Comedy, Romance"
Held Up,Comedy
Woman on Top,"Comedy, Drama, Romance"
Howards End,"Drama, Romance"
Anomalisa,"Animation, Comedy, Drama, Romance"
Another Year,"Comedy, Drama"
8 Women,"Comedy, Thriller, Music, Crime, Mystery"
Showdown in Little Tokyo,"Action, Thriller"
Clay Pigeons,"Comedy, Crime, Drama, Thriller"
It's Kind of a Funny Story,"Comedy, Drama"
Made in Dagenham,"Comedy, Drama, History"
When Did You Last See Your Father?,Drama
Prefontaine,"Drama, Romance"
The Wicked Lady,"Drama, Adventure"
The Secret of Kells,"Animation, Family, Fantasy"
Begin Again,"Comedy, Music, Romance, Drama"
Down in the Valley,"Drama, Romance"
Brooklyn Rules,"Drama, Action, Thriller"
Restless,"TV Movie, Romance, Drama"
The Singing Detective,"Comedy, Music, Mystery, Crime"
The Land Girls,"Drama, Romance, War"
Fido,"Romance, Comedy, Drama, Horror"
The Wendell Baker Story,"Comedy, Drama, Romance"
Wild Target,"Action, Comedy"
Pathology,"Crime, Horror, Thriller"
Wuthering Heights,Drama
10th & Wolf,"Action, Crime, Drama, Mystery, Thriller"
Dear Wendy,"Comedy, Crime, Drama, Romance"
Aloft,Drama
Akira,"Science Fiction, Animation"
The Death and Life of Bobby Z,"Drama, Action, Thriller, Crime"
The Rocket: The Legend of Rocket Richard,Drama
Swelter,"Action, Drama, Thriller"
My Lucky Star,"Comedy, Romance"
Imagine Me & You,"Drama, Comedy, Romance"
Mr. Church,Drama
Swimming Pool,"Thriller, Crime"
Green Street Hooligans: Underground,"Action, Drama"
The Blood of Heroes,"Action, Adventure, Science Fiction"
Code of Honor,"Action, Crime, Thriller"
Driving Miss Daisy,"Comedy, Drama"
Soul Food,"Comedy, Drama"
Rumble in the Bronx,"Crime, Action, Comedy, Thriller"
Far from Men,"Drama, War"
Thank You for Smoking,"Comedy, Drama"
Hostel: Part II,Horror
An Education,"Drama, Romance"
Shopgirl,"Comedy, Drama, Romance"
The Hotel New Hampshire,"Comedy, Drama"
Narc,"Action, Crime, Drama, Thriller"
Men with Brooms,Comedy
Witless Protection,"Action, Adventure, Comedy, Crime"
The Work and the Glory,"Drama, Romance"
Extract,Comedy
Masked and Anonymous,"Drama, Music"
Betty Fisher and Other Stories,"Drama, Thriller, Crime, Foreign"
Code 46,"Drama, Romance, Science Fiction, Thriller"
Outside Bet,Comedy
Albert Nobbs,Drama
Black November,"Drama, Action, Crime"
Ta Ra Rum Pum,"Family, Comedy, Romance"
Persepolis,"Animation, Drama"
The Hole,"Thriller, Adventure, Fantasy"
The Wave,"Drama, Thriller"
The Neon Demon,"Thriller, Horror"
Harry Brown,"Thriller, Crime, Drama, Action"
The Omega Code,"Horror, Thriller"
Juno,"Comedy, Drama, Romance"
Pound of Flesh,Action
Diamonds Are Forever,"Adventure, Action, Thriller"
The Godfather,"Drama, Crime"
Flashdance,"Drama, Music, Romance"
(500) Days of Summer,"Comedy, Drama, Romance"
The Piano,"Drama, Romance"
Magic Mike,"Drama, Comedy"
Darkness Falls,"Thriller, Horror"
Live and Let Die,"Adventure, Action, Thriller"
My Dog Skip,"Comedy, Drama, Family"
"Definitely, Maybe","Comedy, Romance"
Jumping the Broom,Comedy
"Good Night, and Good Luck.","Drama, History"
Capote,"Crime, Drama"
Desperado,"Thriller, Action, Crime"
Logan's Run,"Adventure, Action, Romance, Science Fiction"
The Man with the Golden Gun,"Adventure, Action, Thriller"
Action Jackson,"Action, Adventure, Comedy, Crime, Drama"
The Descent,"Adventure, Horror"
Michael Jordan to the Max,Documentary
Devil's Due,Horror
Flirting with Disaster,"Comedy, Romance"
The Devil's Rejects,"Drama, Horror, Crime"
Dope,"Crime, Drama, Comedy"
In Too Deep,"Drama, Action, Thriller, Crime"
House of 1000 Corpses,Horror
Alien Zone,"Horror, Action, Thriller, Science Fiction"
A Serious Man,"Comedy, Drama"
Get Low,"Comedy, Drama, Mystery"
Warlock,"Adventure, Comedy, Fantasy, Horror"
Beyond the Lights,"Romance, Drama"
A Single Man,"Drama, Romance"
The Last Temptation of Christ,Drama
Outside Providence,"Romance, Comedy, Drama"
Bride & Prejudice,"Drama, Comedy, Music, Romance"
Rabbit-Proof Fence,"Adventure, Drama, Action, History"
Who's Your Caddy?,Comedy
Split Second,"Thriller, Action, Horror, Science Fiction, Crime"
The Other Side of Heaven,"Action, Adventure, Drama, Family"
Veer-Zaara,"Drama, Romance"
Redbelt,Drama
Cyrus,"Comedy, Drama, Romance"
A Dog Of Flanders,"Drama, Family"
Auto Focus,"Drama, Crime"
Factory Girl,Drama
We Need to Talk About Kevin,"Drama, Thriller"
The Christmas Candle,"Drama, Family"
The Mighty Macs,"Action, Drama"
Losin' It,Comedy
Mother and Child,"Drama, Romance"
March or Die,"Action, Adventure, Drama, War"
The Visitors,"Fantasy, Comedy, Science Fiction"
Somewhere,"Comedy, Drama"
I Hope They Serve Beer in Hell,"Comedy, Drama"
Chairman of the Board,Comedy
Hesher,Drama
Dom Hemingway,"Comedy, Crime, Drama"
Gerry,"Mystery, Drama, Adventure"
The Heart of Me,"Drama, Romance"
Freeheld,"Romance, Drama"
The Extra Man,Comedy
Hard to Be a God,"Drama, Science Fiction"
Ca$h,"Crime, Thriller, Comedy"
Wah-Wah,Drama
The Boondock Saints,"Action, Thriller, Crime"
Z Storm,"Crime, Thriller"
Twixt,"Horror, Thriller"
The Snow Queen,"Animation, Fantasy"
Alpha and Omega: The Legend of the Saw Tooth Cave,"Family, Animation, Comedy, Adventure"
Pale Rider,"Romance, Western"
Stargate: The Ark of Truth,"Adventure, Science Fiction"
Dazed and Confused,"Comedy, Drama"
High School Musical 2,"Comedy, Drama, Family, Music"
Two Lovers and a Bear,"Drama, Romance"
Criminal Activities,"Thriller, Crime, Drama"
Aimee & Jaguar,"Drama, History, Romance"
The Chumscrubber,"Comedy, Drama"
Shade,"Action, Thriller, Crime"
House at the End of the Street,"Horror, Thriller"
Incendies,"Drama, War, Mystery"
"Remember Me, My Love","Drama, Comedy, Romance"
Perrier’s Bounty,"Action, Comedy, Crime, Drama"
Elite Squad,"Drama, Action, Crime"
Annabelle,Horror
Bran Nue Dae,"Comedy, Drama, Foreign, Romance"
Boyz n the Hood,"Crime, Drama"
La Bamba,"Drama, Music"
The Four Seasons,"Comedy, Drama, Romance"
Dressed to Kill,"Horror, Mystery, Thriller"
The Adventures of Huck Finn,"Action, Adventure, Drama, Family"
Go,"Crime, Comedy, Thriller"
Friends with Money,"Comedy, Drama, Romance"
The Andromeda Strain,"Science Fiction, Thriller"
Bats,"Horror, Thriller"
Nowhere in Africa,Drama
Shame,Drama
Layer Cake,"Drama, Thriller, Crime"
The Work and the Glory II: American Zion,Drama
The East,"Drama, Thriller"
A Home at the End of the World,"Romance, Drama"
Aberdeen,"Drama, Comedy, Foreign"
The Messenger,"Drama, History"
Tracker,"Action, Drama, Thriller, Adventure"
Control,Drama
The Terminator,"Action, Thriller, Science Fiction"
